Rank	 Gene_Name	 Estimated_Lhat	 BF	 L2-norm	 Nmiss
145	 G3214	 0	 2.606079e-23	 3.953676e+03	 0
146	 G21566	 0	 2.613459e-23	 3.953333e+03	 0
147	 G15676	 0	 2.638254e-23	 3.951565e+03	 0
148	 G13878	 0	 2.696119e-23	 3.947846e+03	 0
149	 G10856	 0	 2.699164e-23	 3.946465e+03	 0
150	 G6818	 0	 2.748641e-23	 3.942699e+03	 0
151	 G310	 0	 2.775838e-23	 3.940533e+03	 0
152	 G15573	 0	 2.801148e-23	 3.939543e+03	 0
153	 G21311	 0	 2.828330e-23	 3.937392e+03	 0
154	 G22632	 0	 2.972471e-23	 3.927520e+03	 0
155	 G1648	 0	 2.974728e-23	 3.926624e+03	 0
156	 G10357	 0	 3.009054e-23	 3.924827e+03	 0
157	 G19131	 0	 3.077460e-23	 3.919893e+03	 0
158	 G15594	 0	 3.163072e-23	 3.914745e+03	 0
159	 G21489	 0	 3.441179e-23	 3.897100e+03	 0
160	 G14581	 0	 3.535820e-23	 3.891504e+03	 0
161	 G20948	 0	 3.655897e-23	 3.885296e+03	 0
162	 G13674	 0	 3.668415e-23	 3.884710e+03	 0
163	 G10159	 0	 3.736011e-23	 3.883761e+03	 0
164	 G16958	 0	 3.781195e-23	 3.878173e+03	 0
165	 G430	 0	 3.802139e-23	 3.876805e+03	 0
166	 G1093	 0	 3.913381e-23	 3.871106e+03	 0
167	 G13659	 0	 4.123312e-23	 3.860657e+03	 0
168	 G11253	 0	 4.224687e-23	 3.856535e+03	 0
169	 G16542	 0	 4.252409e-23	 3.854485e+03	 0
170	 G22500	 0	 4.264338e-23	 3.854472e+03	 0
171	 G14486	 0	 4.476357e-23	 3.844637e+03	 0
172	 G12587	 0	 4.797618e-23	 3.832667e+03	 0
173	 G15529	 0	 4.837260e-23	 3.830227e+03	 0
174	 G1695	 0	 4.850779e-23	 3.828271e+03	 0
175	 G19373	 0	 4.873946e-23	 3.831299e+03	 0
176	 G14760	 0	 4.987021e-23	 3.823664e+03	 0
177	 G14151	 0	 5.045086e-23	 3.820962e+03	 0
178	 G16364	 0	 5.048282e-23	 3.820855e+03	 0
179	 G22680	 0	 5.232818e-23	 3.821508e+03	 0
180	 G17044	 0	 5.331241e-23	 3.813922e+03	 0
181	 G20963	 0	 5.393324e-23	 3.808781e+03	 0
182	 G14420	 0	 5.523240e-23	 3.802606e+03	 0
183	 G16254	 0	 5.571377e-23	 3.800838e+03	 0
184	 G21634	 0	 5.668399e-23	 3.797859e+03	 0
185	 G6783	 0	 5.686506e-23	 3.800593e+03	 0
186	 G13658	 0	 5.731391e-23	 3.796166e+03	 0
187	 G20771	 0	 5.786516e-23	 3.797899e+03	 0
188	 G14158	 0	 5.866788e-23	 3.793391e+03	 0
189	 G14823	 0	 5.874048e-23	 3.791737e+03	 0
190	 G13437	 0	 5.951052e-23	 3.790042e+03	 0
191	 G243	 0	 6.146088e-23	 3.781393e+03	 0
192	 G16827	 0	 6.249444e-23	 3.779446e+03	 0
193	 G21748	 0	 6.284337e-23	 3.777621e+03	 0
194	 G8931	 0	 6.474114e-23	 3.771214e+03	 0
195	 G21908	 0	 6.610883e-23	 3.768653e+03	 0
196	 G16456	 0	 6.654106e-23	 3.766016e+03	 0
197	 G12674	 0	 6.663423e-23	 3.766174e+03	 0
198	 G14099	 0	 6.787423e-23	 3.764207e+03	 0
199	 G18681	 0	 7.020323e-23	 3.757039e+03	 0
200	 G12502	 0	 7.195662e-23	 3.751297e+03	 0
201	 G16868	 0	 7.333578e-23	 3.748376e+03	 0
202	 G7650	 0	 7.417634e-23	 3.746645e+03	 0
203	 G11599	 0	 7.470392e-23	 3.743648e+03	 0
204	 G587	 0	 7.550218e-23	 3.742243e+03	 0
205	 G1704	 0	 7.706059e-23	 3.740495e+03	 0
206	 G19533	 0	 7.718635e-23	 3.737087e+03	 0
207	 G13033	 0	 7.836907e-23	 3.735111e+03	 0
208	 G353	 0	 8.363165e-23	 3.721522e+03	 0
209	 G21612	 0	 8.448504e-23	 3.720230e+03	 0
210	 G14765	 0	 8.491869e-23	 3.719436e+03	 0
211	 G851	 0	 8.612638e-23	 3.715868e+03	 0
212	 G22652	 0	 9.258815e-23	 3.702695e+03	 0
213	 G12887	 0	 9.441827e-23	 3.698056e+03	 0
214	 G13596	 0	 9.606048e-23	 3.694677e+03	 0
215	 G5015	 0	 9.930339e-23	 3.688213e+03	 0
216	 G1748	 0	 1.008698e-22	 3.685470e+03	 0
217	 G13483	 0	 1.024012e-22	 3.687975e+03	 0
218	 G16809	 0	 1.044877e-22	 3.678908e+03	 0
219	 G21628	 0	 1.051411e-22	 3.677712e+03	 0
220	 G13936	 0	 1.101083e-22	 3.669721e+03	 0
221	 G17130	 0	 1.133209e-22	 3.662909e+03	 0
222	 G274	 0	 1.149913e-22	 3.660521e+03	 0
223	 G4966	 0	 1.154281e-22	 3.664726e+03	 0
224	 G2604	 0	 1.223153e-22	 3.649104e+03	 0
225	 G1138	 0	 1.230059e-22	 3.647517e+03	 0
226	 G15345	 0	 1.243126e-22	 3.652260e+03	 0
227	 G12341	 0	 1.253480e-22	 3.644241e+03	 0
228	 G6435	 0	 1.358793e-22	 3.632818e+03	 0
229	 G22681	 0	 1.364054e-22	 3.638199e+03	 0
230	 G8464	 0	 1.368879e-22	 3.628148e+03	 0
231	 G631	 0	 1.373795e-22	 3.626847e+03	 0
232	 G170	 0	 1.392516e-22	 3.626964e+03	 0
233	 G1639	 0	 1.433683e-22	 3.620017e+03	 0
234	 G6855	 0	 1.450070e-22	 3.617096e+03	 0
235	 G746	 0	 1.454294e-22	 3.619128e+03	 0
236	 G331	 0	 1.465246e-22	 3.614413e+03	 0
237	 G4068	 0	 1.500062e-22	 3.617003e+03	 0
238	 G102	 0	 1.536956e-22	 3.608724e+03	 0
239	 G2195	 0	 1.559366e-22	 3.603866e+03	 0
240	 G602	 0	 1.569433e-22	 3.602234e+03	 0
241	 G21537	 0	 1.571701e-22	 3.602469e+03	 0
242	 G21998	 0	 1.635939e-22	 3.593945e+03	 0
243	 G1160	 0	 1.678581e-22	 3.589115e+03	 0
244	 G14762	 0	 1.720703e-22	 3.584515e+03	 0
245	 G1000	 0	 1.745930e-22	 3.582071e+03	 0
246	 G20888	 0	 1.783658e-22	 3.601671e+03	 0
247	 G2043	 0	 1.808697e-22	 3.583226e+03	 0
248	 G1670	 0	 1.861039e-22	 3.571365e+03	 0
249	 G7837	 0	 1.886299e-22	 3.568103e+03	 0
250	 G7737	 0	 1.886893e-22	 3.585967e+03	 0
251	 G22027	 0	 1.965296e-22	 3.560509e+03	 0
252	 G15638	 0	 2.031011e-22	 3.553107e+03	 0
253	 G20348	 0	 2.048850e-22	 3.552156e+03	 0
254	 G16230	 0	 2.081944e-22	 3.551658e+03	 0
255	 G14848	 0	 2.104927e-22	 3.548221e+03	 0
256	 G21226	 0	 2.105304e-22	 3.547060e+03	 0
257	 G112	 0	 2.117558e-22	 3.547418e+03	 0
258	 G16331	 0	 2.135664e-22	 3.544653e+03	 0
259	 G1080	 0	 2.158568e-22	 3.542056e+03	 0
260	 G7274	 0	 2.200868e-22	 3.538898e+03	 0
261	 G450	 0	 2.208277e-22	 3.538521e+03	 0
262	 G6503	 0	 2.210562e-22	 3.540675e+03	 0
263	 G666	 0	 2.211676e-22	 3.537917e+03	 0
264	 G16434	 0	 2.241859e-22	 3.534875e+03	 0
265	 G7967	 0	 2.245063e-22	 3.536107e+03	 0
266	 G1301	 0	 2.343158e-22	 3.528025e+03	 0
267	 G16294	 0	 2.369540e-22	 3.527913e+03	 0
268	 G575	 0	 2.394189e-22	 3.524041e+03	 0
269	 G12962	 0	 2.398266e-22	 3.525203e+03	 0
270	 G14787	 0	 2.417968e-22	 3.520702e+03	 0
271	 G6690	 0	 2.427518e-22	 3.522221e+03	 0
272	 G2331	 0	 2.506044e-22	 3.515849e+03	 0
273	 G21421	 0	 2.575629e-22	 3.510338e+03	 0
274	 G21909	 0	 2.578305e-22	 3.512898e+03	 0
275	 G934	 0	 2.738198e-22	 3.498892e+03	 0
276	 G13561	 0	 2.754432e-22	 3.499085e+03	 0
277	 G13953	 0	 2.787560e-22	 3.495276e+03	 0
278	 G564	 0	 2.831459e-22	 3.492211e+03	 0
279	 G21656	 0	 2.935868e-22	 3.486538e+03	 0
280	 G7993	 0	 2.986055e-22	 3.483345e+03	 0
281	 G21825	 0	 3.007317e-22	 3.481834e+03	 0
282	 G21402	 0	 3.030723e-22	 3.482261e+03	 0
283	 G8212	 0	 3.064853e-22	 3.478891e+03	 0
284	 G14385	 0	 3.092282e-22	 3.477178e+03	 0
285	 G4053	 0	 3.121514e-22	 3.485271e+03	 0
286	 G10988	 0	 3.187358e-22	 3.471177e+03	 0
287	 G15035	 0	 3.192860e-22	 3.470980e+03	 0
288	 G7244	 0	 3.196443e-22	 3.470202e+03	 0
289	 G15645	 0	 3.201449e-22	 3.470533e+03	 0
290	 G245	 0	 3.229831e-22	 3.468446e+03	 0
291	 G15441	 0	 3.231875e-22	 3.468257e+03	 0
292	 G14490	 0	 3.320544e-22	 3.464492e+03	 0
293	 G7306	 0	 3.375413e-22	 3.460901e+03	 0
294	 G15659	 0	 3.378805e-22	 3.459745e+03	 0
295	 G21816	 0	 3.406268e-22	 3.459282e+03	 0
296	 G22354	 0	 3.424093e-22	 3.457786e+03	 0
297	 G18988	 0	 3.447816e-22	 3.458926e+03	 0
298	 G5006	 0	 3.491712e-22	 3.453835e+03	 0
299	 G18067	 0	 3.536064e-22	 3.457508e+03	 0
300	 G19293	 0	 3.580475e-22	 3.451161e+03	 0
301	 G10580	 0	 3.614273e-22	 3.447605e+03	 0
302	 G17742	 0	 3.846261e-22	 3.437022e+03	 0
303	 G21367	 0	 3.848793e-22	 3.439052e+03	 0
304	 G189	 0	 3.870100e-22	 3.436908e+03	 0
305	 G8213	 0	 3.976511e-22	 3.431169e+03	 0
306	 G14129	 0	 4.007622e-22	 3.429695e+03	 0
307	 G7275	 0	 4.080840e-22	 3.426915e+03	 0
308	 G7563	 0	 4.181648e-22	 3.421828e+03	 0
309	 G15034	 0	 4.224750e-22	 3.422037e+03	 0
310	 G8380	 0	 4.319803e-22	 3.415893e+03	 0
311	 G1589	 0	 4.347256e-22	 3.414337e+03	 0
312	 G1455	 0	 4.420332e-22	 3.411444e+03	 0
313	 G14423	 0	 4.456287e-22	 3.410600e+03	 0
314	 G10840	 0	 4.475712e-22	 3.430734e+03	 0
315	 G8002	 0	 4.548782e-22	 3.406824e+03	 0
316	 G896	 0	 4.556164e-22	 3.406392e+03	 0
317	 G14328	 0	 4.640550e-22	 3.405631e+03	 0
318	 G695	 0	 4.696533e-22	 3.401383e+03	 0
319	 G3725	 0	 4.743372e-22	 3.400033e+03	 0
320	 G7916	 0	 4.980574e-22	 3.391604e+03	 0
321	 G368	 0	 5.021830e-22	 3.388967e+03	 0
322	 G15741	 0	 5.100790e-22	 3.386091e+03	 0
323	 G16724	 0	 5.101382e-22	 3.385648e+03	 0
324	 G10546	 0	 5.204791e-22	 3.384182e+03	 0
325	 G16318	 0	 5.259388e-22	 3.380614e+03	 0
326	 G15412	 0	 5.313138e-22	 3.381712e+03	 0
327	 G21992	 0	 5.342513e-22	 3.378001e+03	 0
328	 G12514	 0	 5.399180e-22	 3.377883e+03	 0
329	 G17698	 0	 5.420627e-22	 3.375792e+03	 0
330	 G13837	 0	 5.454466e-22	 3.375894e+03	 0
331	 G15487	 0	 5.458261e-22	 3.374894e+03	 0
332	 G15899	 0	 5.479342e-22	 3.376336e+03	 0
333	 G16234	 0	 5.577487e-22	 3.370705e+03	 0
334	 G22640	 0	 5.591305e-22	 3.381610e+03	 0
335	 G14644	 0	 5.649259e-22	 3.369211e+03	 0
336	 G22455	 0	 5.706112e-22	 3.366306e+03	 0
337	 G20280	 0	 5.762293e-22	 3.369445e+03	 0
338	 G14864	 0	 5.782652e-22	 3.364611e+03	 0
339	 G397	 0	 5.851697e-22	 3.361551e+03	 0
340	 G571	 0	 5.855110e-22	 3.361482e+03	 0
341	 G17094	 0	 5.919970e-22	 3.379170e+03	 0
342	 G22063	 0	 6.030962e-22	 3.356708e+03	 0
343	 G6742	 0	 6.124243e-22	 3.354814e+03	 0
344	 G21501	 0	 6.277984e-22	 3.350945e+03	 0
345	 G21692	 0	 6.301395e-22	 3.353923e+03	 0
346	 G21670	 0	 6.310140e-22	 3.349725e+03	 0
347	 G6701	 0	 6.392442e-22	 3.348360e+03	 0
348	 G12606	 0	 6.500921e-22	 3.343955e+03	 0
349	 G5947	 0	 6.510220e-22	 3.343686e+03	 0
350	 G7449	 0	 6.520163e-22	 3.345500e+03	 0
351	 G16754	 0	 6.574710e-22	 3.341489e+03	 0
352	 G2156	 0	 6.628969e-22	 3.340331e+03	 0
353	 G17278	 0	 6.640986e-22	 3.342846e+03	 0
354	 G22021	 0	 6.655255e-22	 3.339168e+03	 0
355	 G14210	 0	 6.662742e-22	 3.339813e+03	 0
356	 G21058	 0	 6.924682e-22	 3.332441e+03	 0
357	 G14983	 0	 7.048922e-22	 3.328472e+03	 0
358	 G15546	 0	 7.126141e-22	 3.327132e+03	 0
359	 G20785	 0	 7.396961e-22	 3.322705e+03	 0
360	 G3648	 0	 7.430954e-22	 3.346990e+03	 0
361	 G13579	 0	 7.436448e-22	 3.319248e+03	 0
362	 G15582	 0	 7.440225e-22	 3.320858e+03	 0
363	 G16554	 0	 7.544856e-22	 3.317015e+03	 0
364	 G14106	 0	 7.676405e-22	 3.315882e+03	 0
365	 G1252	 0	 7.693506e-22	 3.315589e+03	 0
366	 G11216	 0	 7.788670e-22	 3.312088e+03	 0
367	 G16265	 0	 7.816809e-22	 3.311218e+03	 0
368	 G2278	 0	 7.989776e-22	 3.310003e+03	 0
369	 G11773	 0	 8.085496e-22	 3.316380e+03	 0
370	 G12548	 0	 8.152430e-22	 3.319969e+03	 0
371	 G4571	 0	 8.178494e-22	 3.304691e+03	 0
372	 G453	 0	 8.373312e-22	 3.301831e+03	 0
373	 G19268	 0	 8.431143e-22	 3.297513e+03	 0
374	 G10585	 0	 8.496804e-22	 3.296167e+03	 0
375	 G12521	 0	 8.545267e-22	 3.296259e+03	 0
376	 G6702	 0	 8.583803e-22	 3.301642e+03	 0
377	 G20712	 0	 8.622859e-22	 3.294295e+03	 0
378	 G8280	 0	 8.664019e-22	 3.292847e+03	 0
379	 G2063	 0	 8.867469e-22	 3.290598e+03	 0
380	 G7994	 0	 8.887869e-22	 3.291255e+03	 0
381	 G21741	 0	 9.199612e-22	 3.283804e+03	 0
382	 G21538	 0	 9.300128e-22	 3.282141e+03	 0
383	 G18878	 0	 9.325033e-22	 3.280513e+03	 0
384	 G8180	 0	 9.437733e-22	 3.278007e+03	 0
385	 G194	 0	 9.467468e-22	 3.278438e+03	 0
386	 G21620	 0	 9.506582e-22	 3.278318e+03	 0
387	 G8305	 0	 9.549539e-22	 3.277033e+03	 0
388	 G2614	 0	 9.678623e-22	 3.303428e+03	 0
389	 G13776	 0	 9.778430e-22	 3.273471e+03	 0
390	 G19098	 0	 9.817891e-22	 3.271179e+03	 0
391	 G7491	 0	 9.947290e-22	 3.270083e+03	 0
392	 G14694	 0	 1.002379e-21	 3.267894e+03	 0
393	 G16794	 0	 1.009711e-21	 3.267300e+03	 0
394	 G16247	 0	 1.011126e-21	 3.272007e+03	 0
395	 G14128	 0	 1.048077e-21	 3.261955e+03	 0
396	 G2955	 0	 1.048994e-21	 3.261670e+03	 0
397	 G14008	 0	 1.055764e-21	 3.259227e+03	 0
398	 G15706	 0	 1.074429e-21	 3.257520e+03	 0
399	 G3358	 0	 1.075776e-21	 3.259975e+03	 0
400	 G15194	 0	 1.087462e-21	 3.257633e+03	 0
401	 G11049	 0	 1.093217e-21	 3.253674e+03	 0
402	 G5560	 0	 1.094008e-21	 3.256684e+03	 0
403	 G264	 0	 1.108756e-21	 3.251652e+03	 0
404	 G1261	 0	 1.110329e-21	 3.252244e+03	 0
405	 G22191	 0	 1.120934e-21	 3.249793e+03	 0
406	 G365	 0	 1.123963e-21	 3.250597e+03	 0
407	 G12618	 0	 1.130109e-21	 3.248535e+03	 0
408	 G15850	 0	 1.142469e-21	 3.245340e+03	 0
409	 G14392	 0	 1.150654e-21	 3.247882e+03	 0
410	 G862	 0	 1.172413e-21	 3.244039e+03	 0
411	 G21889	 0	 1.189404e-21	 3.241137e+03	 0
412	 G15288	 0	 1.191028e-21	 3.238553e+03	 0
413	 G12923	 0	 1.197779e-21	 3.236962e+03	 0
414	 G21795	 0	 1.205865e-21	 3.236079e+03	 0
415	 G15877	 0	 1.227686e-21	 3.233175e+03	 0
416	 G198	 0	 1.235019e-21	 3.231926e+03	 0
417	 G8833	 0	 1.238930e-21	 3.233157e+03	 0
418	 G5849	 0	 1.249454e-21	 3.230940e+03	 0
419	 G21357	 0	 1.257999e-21	 3.238404e+03	 0
420	 G16314	 0	 1.260719e-21	 3.231231e+03	 0
421	 G19075	 0	 1.262496e-21	 3.228373e+03	 0
422	 G13940	 0	 1.262975e-21	 3.228719e+03	 0
423	 G7871	 0	 1.269121e-21	 3.227873e+03	 0
424	 G19357	 0	 1.269486e-21	 3.230099e+03	 0
425	 G15588	 0	 1.286301e-21	 3.225452e+03	 0
426	 G7225	 0	 1.310599e-21	 3.221840e+03	 0
427	 G10283	 0	 1.318907e-21	 3.229085e+03	 0
428	 G21298	 0	 1.319646e-21	 3.224560e+03	 0
429	 G16459	 0	 1.325034e-21	 3.221068e+03	 0
430	 G9755	 0	 1.328329e-21	 3.225396e+03	 0
431	 G7044	 0	 1.336089e-21	 3.220037e+03	 0
432	 G22552	 0	 1.357937e-21	 3.218416e+03	 0
433	 G4069	 0	 1.364631e-21	 3.215779e+03	 0
434	 G15596	 0	 1.380757e-21	 3.214217e+03	 0
435	 G3413	 0	 1.381967e-21	 3.221458e+03	 0
436	 G432	 0	 1.389753e-21	 3.214439e+03	 0
437	 G7230	 0	 1.487613e-21	 3.200374e+03	 0
438	 G413	 0	 1.488262e-21	 3.201312e+03	 0
439	 G16329	 0	 1.509019e-21	 3.200558e+03	 0
440	 G937	 0	 1.512501e-21	 3.198132e+03	 0
441	 G13897	 0	 1.514092e-21	 3.209904e+03	 0
442	 G3500	 0	 1.530041e-21	 3.198052e+03	 0
443	 G162	 0	 1.531171e-21	 3.195467e+03	 0
444	 G12550	 0	 1.552899e-21	 3.196347e+03	 0
445	 G9243	 0	 1.562459e-21	 3.194597e+03	 0
446	 G3978	 0	 1.565458e-21	 3.195567e+03	 0
447	 G4697	 0	 1.583473e-21	 3.190273e+03	 0
448	 G16991	 0	 1.598697e-21	 3.188499e+03	 0
449	 G16330	 0	 1.604194e-21	 3.188220e+03	 0
450	 G13735	 0	 1.613372e-21	 3.187584e+03	 0
451	 G1457	 0	 1.614623e-21	 3.188929e+03	 0
