Rank	 Gene_Name	 Estimated_Lhat	 BF	 L2-norm	 Nmiss
59	 G21463	 0	 3.187793e-77	 4.097797e+03	 0
60	 G14789	 0	 3.491495e-77	 4.095697e+03	 0
61	 G1946	 0	 4.004341e-77	 4.092529e+03	 0
62	 G14920	 0	 4.132931e-77	 4.091794e+03	 0
63	 G11003	 0	 4.874026e-77	 4.087952e+03	 0
64	 G10855	 0	 5.240509e-77	 4.086306e+03	 0
65	 G207	 0	 5.295468e-77	 4.086064e+03	 0
66	 G405	 0	 5.561136e-77	 4.084928e+03	 0
67	 G3695	 0	 6.258157e-77	 4.082199e+03	 0
68	 G15170	 0	 6.756848e-77	 4.080426e+03	 0
69	 G10854	 0	 7.306452e-77	 4.078616e+03	 0
70	 G110	 0	 7.796905e-77	 4.077108e+03	 0
71	 G21603	 0	 7.807786e-77	 4.077081e+03	 0
72	 G273	 0	 8.352554e-77	 4.075519e+03	 0
73	 G21541	 0	 8.884754e-77	 4.074089e+03	 0
74	 G15216	 0	 1.299702e-76	 4.065290e+03	 0
75	 G18903	 0	 1.326983e-76	 4.064805e+03	 0
76	 G18435	 0	 1.379317e-76	 4.063908e+03	 0
77	 G21488	 0	 1.466148e-76	 4.062486e+03	 0
78	 G419	 0	 1.551644e-76	 4.061187e+03	 0
79	 G21503	 0	 1.593831e-76	 4.060569e+03	 0
80	 G14732	 0	 1.937238e-76	 4.056053e+03	 0
81	 G3354	 0	 2.111211e-76	 4.054063e+03	 0
82	 G385	 0	 2.423592e-76	 4.050867e+03	 0
83	 G8041	 0	 2.504112e-76	 4.050112e+03	 0
84	 G8195	 0	 3.177366e-76	 4.044597e+03	 0
85	 G3422	 0	 3.731127e-76	 4.040875e+03	 0
86	 G8050	 0	 3.892997e-76	 4.039902e+03	 0
87	 G237	 0	 4.134943e-76	 4.038499e+03	 0
88	 G607	 0	 4.179740e-76	 4.038260e+03	 0
89	 G1782	 0	 4.262600e-76	 4.037799e+03	 0
90	 G14437	 0	 5.234747e-76	 4.033033e+03	 0
91	 G21025	 0	 5.390964e-76	 4.032372e+03	 0
92	 G2093	 0	 5.423671e-76	 4.032226e+03	 0
93	 G1783	 0	 6.081722e-76	 4.029581e+03	 0
94	 G15328	 0	 6.139968e-76	 4.029361e+03	 0
95	 G13092	 0	 6.286069e-76	 4.028810e+03	 0
96	 G14459	 0	 6.392879e-76	 4.028423e+03	 0
97	 G1050	 0	 6.530757e-76	 4.027928e+03	 0
98	 G15094	 0	 6.791013e-76	 4.027027e+03	 0
99	 G7958	 0	 9.736885e-76	 4.018691e+03	 0
100	 G47	 0	 9.864409e-76	 4.018383e+03	 0
101	 G17435	 0	 1.006420e-75	 4.017921e+03	 0
102	 G21720	 0	 1.152023e-75	 4.014793e+03	 0
103	 G22375	 0	 1.161036e-75	 4.014617e+03	 0
104	 G22183	 0	 1.270268e-75	 4.012534e+03	 0
105	 G14587	 0	 1.363524e-75	 4.010893e+03	 0
106	 G16325	 0	 1.408619e-75	 4.010104e+03	 0
107	 G22631	 0	 1.672576e-75	 4.006154e+03	 0
108	 G14876	 0	 1.821271e-75	 4.004197e+03	 0
109	 G3353	 0	 1.872318e-75	 4.003558e+03	 0
110	 G22646	 0	 2.038478e-75	 4.001581e+03	 0
111	 G22647	 0	 2.196907e-75	 3.999847e+03	 0
112	 G735	 0	 2.367375e-75	 3.998130e+03	 0
113	 G12363	 0	 2.663599e-75	 3.995402e+03	 0
114	 G6979	 0	 2.728316e-75	 3.994834e+03	 0
115	 G14997	 0	 2.733834e-75	 3.994792e+03	 0
116	 G17308	 0	 3.022991e-75	 3.992473e+03	 0
117	 G20752	 0	 3.149768e-75	 3.991521e+03	 0
118	 G16269	 0	 3.288430e-75	 3.990523e+03	 0
119	 G19164	 0	 3.337377e-75	 3.990184e+03	 0
120	 G14833	 0	 3.643675e-75	 3.988146e+03	 0
121	 G18696	 0	 3.823899e-75	 3.986961e+03	 0
122	 G420	 0	 3.829762e-75	 3.986997e+03	 0
123	 G16920	 0	 4.939747e-75	 3.981106e+03	 0
124	 G7138	 0	 5.455893e-75	 3.978742e+03	 0
125	 G15624	 0	 5.546502e-75	 3.978424e+03	 0
126	 G21934	 0	 5.984771e-75	 3.976662e+03	 0
127	 G877	 0	 7.289464e-75	 3.972102e+03	 0
128	 G7422	 0	 7.506022e-75	 3.971378e+03	 0
129	 G22484	 0	 8.627035e-75	 3.968202e+03	 0
130	 G21963	 0	 9.251116e-75	 3.966582e+03	 0
131	 G357	 0	 1.179038e-74	 3.960966e+03	 0
132	 G21278	 0	 1.203915e-74	 3.960494e+03	 0
133	 G14270	 0	 1.209360e-74	 3.960385e+03	 0
134	 G751	 0	 1.284841e-74	 3.958986e+03	 0
135	 G17367	 0	 1.387422e-74	 3.957203e+03	 0
136	 G12070	 0	 1.417204e-74	 3.956713e+03	 0
137	 G574	 0	 1.780592e-74	 3.951428e+03	 0
138	 G13507	 0	 1.825466e-74	 3.950860e+03	 0
139	 G352	 0	 2.031777e-74	 3.948382e+03	 0
140	 G21021	 0	 2.113177e-74	 3.947458e+03	 0
141	 G784	 0	 2.179270e-74	 3.946760e+03	 0
142	 G4818	 0	 2.846715e-74	 3.940576e+03	 0
143	 G22645	 0	 2.955408e-74	 3.939697e+03	 0
144	 G17355	 0	 3.077405e-74	 3.938767e+03	 0
145	 G3214	 0	 3.158583e-74	 3.938170e+03	 0
146	 G21566	 0	 3.205538e-74	 3.937828e+03	 0
147	 G15676	 0	 3.460020e-74	 3.936060e+03	 0
148	 G13878	 0	 4.061098e-74	 3.932339e+03	 0
149	 G10856	 0	 4.314622e-74	 3.930950e+03	 0
150	 G6818	 0	 5.078258e-74	 3.927179e+03	 0
151	 G310	 0	 5.577649e-74	 3.925008e+03	 0
152	 G15573	 0	 5.817881e-74	 3.924025e+03	 0
153	 G21311	 0	 6.385461e-74	 3.921868e+03	 0
154	 G22632	 0	 9.788303e-74	 3.911983e+03	 0
155	 G1648	 0	 1.017963e-73	 3.911082e+03	 0
156	 G10357	 0	 1.099782e-73	 3.909286e+03	 0
157	 G19131	 0	 1.361824e-73	 3.904346e+03	 0
158	 G15594	 0	 1.701080e-73	 3.899197e+03	 0
159	 G21489	 0	 3.651009e-73	 3.881526e+03	 0
160	 G14581	 0	 4.650762e-73	 3.875922e+03	 0
161	 G20948	 0	 6.081492e-73	 3.869711e+03	 0
162	 G13674	 0	 6.235840e-73	 3.869123e+03	 0
163	 G10159	 0	 6.477798e-73	 3.868172e+03	 0
164	 G16958	 0	 8.277284e-73	 3.862574e+03	 0
165	 G430	 0	 8.783827e-73	 3.861202e+03	 0
166	 G1093	 0	 1.123921e-72	 3.855497e+03	 0
167	 G13659	 0	 1.766127e-72	 3.845035e+03	 0
168	 G11253	 0	 2.109535e-72	 3.840911e+03	 0
169	 G16542	 0	 2.306378e-72	 3.838857e+03	 0
170	 G22500	 0	 2.306541e-72	 3.838845e+03	 0
171	 G14486	 0	 3.530041e-72	 3.829002e+03	 0
172	 G12587	 0	 5.910135e-72	 3.817012e+03	 0
173	 G19373	 0	 6.255975e-72	 3.815642e+03	 0
174	 G15529	 0	 6.578097e-72	 3.814580e+03	 0
175	 G1695	 0	 7.168021e-72	 3.812609e+03	 0
176	 G14760	 0	 8.741087e-72	 3.808006e+03	 0
177	 G22680	 0	 9.546277e-72	 3.805894e+03	 0
178	 G14151	 0	 9.828399e-72	 3.805297e+03	 0
179	 G16364	 0	 9.874015e-72	 3.805191e+03	 0
180	 G17044	 0	 1.326216e-71	 3.798251e+03	 0
181	 G20963	 0	 1.663917e-71	 3.793108e+03	 0
182	 G14420	 0	 2.175216e-71	 3.786914e+03	 0
183	 G16254	 0	 2.348052e-71	 3.785143e+03	 0
184	 G6783	 0	 2.362785e-71	 3.784910e+03	 0
185	 G20771	 0	 2.653107e-71	 3.782216e+03	 0
186	 G21634	 0	 2.670713e-71	 3.782164e+03	 0
187	 G13658	 0	 2.871437e-71	 3.780473e+03	 0
188	 G14158	 0	 3.235134e-71	 3.777709e+03	 0
189	 G14823	 0	 3.477610e-71	 3.776043e+03	 0
190	 G13437	 0	 3.742210e-71	 3.774351e+03	 0
191	 G243	 0	 5.445072e-71	 3.765672e+03	 0
192	 G16827	 0	 5.919248e-71	 3.763724e+03	 0
193	 G21748	 0	 6.406957e-71	 3.761892e+03	 0
194	 G8931	 0	 8.455374e-71	 3.755479e+03	 0
195	 G21908	 0	 9.438258e-71	 3.752931e+03	 0
196	 G12674	 0	 1.051244e-70	 3.750442e+03	 0
197	 G16456	 0	 1.058741e-70	 3.750280e+03	 0
198	 G14099	 0	 1.143581e-70	 3.748486e+03	 0
199	 G18681	 0	 1.558757e-70	 3.741295e+03	 0
200	 G12502	 0	 2.000171e-70	 3.735547e+03	 0
201	 G16868	 0	 2.269081e-70	 3.732630e+03	 0
202	 G7650	 0	 2.442009e-70	 3.730893e+03	 0
203	 G11599	 0	 2.784700e-70	 3.727883e+03	 0
204	 G587	 0	 2.958617e-70	 3.726480e+03	 0
205	 G1704	 0	 3.181465e-70	 3.724729e+03	 0
206	 G19533	 0	 3.699889e-70	 3.721310e+03	 0
207	 G13033	 0	 4.027612e-70	 3.719331e+03	 0
208	 G353	 0	 7.253056e-70	 3.705728e+03	 0
209	 G21612	 0	 7.665262e-70	 3.704435e+03	 0
210	 G14765	 0	 7.932993e-70	 3.703642e+03	 0
211	 G851	 0	 9.260313e-70	 3.700065e+03	 0
212	 G22652	 0	 1.635946e-69	 3.686877e+03	 0
213	 G12887	 0	 2.001066e-69	 3.682228e+03	 0
214	 G13596	 0	 2.315871e-69	 3.678845e+03	 0
215	 G5015	 0	 3.063282e-69	 3.672373e+03	 0
216	 G13483	 0	 3.075118e-69	 3.672136e+03	 0
217	 G1748	 0	 3.448424e-69	 3.669626e+03	 0
218	 G16809	 0	 4.579349e-69	 3.663059e+03	 0
219	 G21628	 0	 4.822258e-69	 3.661863e+03	 0
220	 G13936	 0	 6.807440e-69	 3.653867e+03	 0
221	 G4966	 0	 8.401973e-69	 3.648869e+03	 0
222	 G17130	 0	 9.149163e-69	 3.647028e+03	 0
223	 G274	 0	 1.014222e-68	 3.644637e+03	 0
224	 G15345	 0	 1.442317e-68	 3.636421e+03	 0
225	 G2604	 0	 1.661627e-68	 3.633217e+03	 0
226	 G1138	 0	 1.779687e-68	 3.631620e+03	 0
227	 G12341	 0	 2.050619e-68	 3.628346e+03	 0
228	 G22681	 0	 2.643444e-68	 3.622365e+03	 0
229	 G6435	 0	 3.346575e-68	 3.616927e+03	 0
230	 G8464	 0	 4.109768e-68	 3.612223e+03	 0
231	 G170	 0	 4.324895e-68	 3.611070e+03	 0
232	 G631	 0	 4.349926e-68	 3.610927e+03	 0
233	 G1639	 0	 5.836705e-68	 3.604095e+03	 0
234	 G746	 0	 6.055549e-68	 3.603215e+03	 0
235	 G4068	 0	 6.606323e-68	 3.601105e+03	 0
236	 G6855	 0	 6.630736e-68	 3.601169e+03	 0
237	 G331	 0	 7.449956e-68	 3.598474e+03	 0
238	 G102	 0	 9.508857e-68	 3.592805e+03	 0
239	 G2195	 0	 1.173895e-67	 3.587925e+03	 0
240	 G21537	 0	 1.247254e-67	 3.586508e+03	 0
241	 G20888	 0	 1.255363e-67	 3.585807e+03	 0
242	 G602	 0	 1.261175e-67	 3.586285e+03	 0
243	 G21998	 0	 1.804662e-67	 3.577975e+03	 0
244	 G1160	 0	 2.223645e-67	 3.573137e+03	 0
245	 G7737	 0	 2.485837e-67	 3.570037e+03	 0
246	 G14762	 0	 2.713542e-67	 3.568540e+03	 0
247	 G2043	 0	 2.849985e-67	 3.567292e+03	 0
248	 G1000	 0	 3.015816e-67	 3.566095e+03	 0
249	 G1670	 0	 4.786606e-67	 3.555384e+03	 0
250	 G7837	 0	 5.511086e-67	 3.552106e+03	 0
251	 G22027	 0	 7.657408e-67	 3.544505e+03	 0
252	 G15638	 0	 1.055485e-66	 3.537084e+03	 0
253	 G20348	 0	 1.098872e-66	 3.536130e+03	 0
254	 G16230	 0	 1.119640e-66	 3.535626e+03	 0
255	 G14848	 0	 1.301324e-66	 3.532201e+03	 0
256	 G112	 0	 1.347662e-66	 3.531401e+03	 0
257	 G21226	 0	 1.369695e-66	 3.531028e+03	 0
258	 G16331	 0	 1.520543e-66	 3.528617e+03	 0
259	 G1080	 0	 1.701701e-66	 3.526008e+03	 0
260	 G6503	 0	 1.801935e-66	 3.524653e+03	 0
261	 G7274	 0	 1.950754e-66	 3.522862e+03	 0
262	 G450	 0	 1.981493e-66	 3.522482e+03	 0
263	 G666	 0	 2.034322e-66	 3.521873e+03	 0
264	 G7967	 0	 2.197042e-66	 3.520068e+03	 0
265	 G16434	 0	 2.321388e-66	 3.518819e+03	 0
266	 G1301	 0	 3.117192e-66	 3.511974e+03	 0
267	 G16294	 0	 3.128137e-66	 3.511875e+03	 0
268	 G12962	 0	 3.515853e-66	 3.509155e+03	 0
269	 G575	 0	 3.707227e-66	 3.507988e+03	 0
270	 G6690	 0	 4.003325e-66	 3.506162e+03	 0
271	 G14787	 0	 4.285830e-66	 3.504627e+03	 0
272	 G2331	 0	 5.278214e-66	 3.499777e+03	 0
273	 G21909	 0	 5.987752e-66	 3.496817e+03	 0
274	 G21421	 0	 6.698222e-66	 3.494255e+03	 0
275	 G13561	 0	 1.089067e-65	 3.482999e+03	 0
276	 G934	 0	 1.099444e-65	 3.482795e+03	 0
277	 G13953	 0	 1.285788e-65	 3.479160e+03	 0
278	 G564	 0	 1.468575e-65	 3.476102e+03	 0
279	 G21656	 0	 1.876379e-65	 3.470428e+03	 0
280	 G4053	 0	 1.954795e-65	 3.469175e+03	 0
281	 G7993	 0	 2.154115e-65	 3.467229e+03	 0
282	 G21402	 0	 2.252970e-65	 3.466157e+03	 0
283	 G21825	 0	 2.298247e-65	 3.465715e+03	 0
284	 G8212	 0	 2.607738e-65	 3.462769e+03	 0
285	 G14385	 0	 2.812332e-65	 3.461056e+03	 0
286	 G10988	 0	 3.644255e-65	 3.455040e+03	 0
287	 G15035	 0	 3.676480e-65	 3.454842e+03	 0
288	 G15645	 0	 3.747744e-65	 3.454399e+03	 0
289	 G7244	 0	 3.802844e-65	 3.454061e+03	 0
290	 G245	 0	 4.103562e-65	 3.452301e+03	 0
291	 G15441	 0	 4.135604e-65	 3.452103e+03	 0
292	 G14490	 0	 4.865399e-65	 3.448356e+03	 0
293	 G7306	 0	 5.681830e-65	 3.444747e+03	 0
294	 G15659	 0	 5.978265e-65	 3.443582e+03	 0
295	 G21816	 0	 6.093811e-65	 3.443130e+03	 0
296	 G18988	 0	 6.172314e-65	 3.442784e+03	 0
297	 G22354	 0	 6.504208e-65	 3.441616e+03	 0
298	 G18067	 0	 6.547822e-65	 3.441375e+03	 0
299	 G5006	 0	 7.718531e-65	 3.437661e+03	 0
300	 G19293	 0	 8.652881e-65	 3.434996e+03	 0
301	 G10580	 0	 1.010502e-64	 3.431426e+03	 0
302	 G21367	 0	 1.457395e-64	 3.422882e+03	 0
303	 G17742	 0	 1.595379e-64	 3.420834e+03	 0
304	 G189	 0	 1.602791e-64	 3.420714e+03	 0
305	 G8213	 0	 2.054109e-64	 3.414972e+03	 0
306	 G10840	 0	 2.064829e-64	 3.414698e+03	 0
307	 G14129	 0	 2.189767e-64	 3.413498e+03	 0
308	 G7275	 0	 2.469072e-64	 3.410719e+03	 0
309	 G15034	 0	 3.048445e-64	 3.405843e+03	 0
310	 G7563	 0	 3.079074e-64	 3.405610e+03	 0
311	 G8380	 0	 3.978467e-64	 3.399671e+03	 0
312	 G1589	 0	 4.257686e-64	 3.398108e+03	 0
313	 G1455	 0	 4.825093e-64	 3.395210e+03	 0
314	 G14423	 0	 5.000648e-64	 3.394365e+03	 0
315	 G8002	 0	 5.890234e-64	 3.390592e+03	 0
316	 G896	 0	 6.000008e-64	 3.390148e+03	 0
317	 G14328	 0	 6.184458e-64	 3.389414e+03	 0
318	 G695	 0	 7.446696e-64	 3.385144e+03	 0
319	 G3725	 0	 7.896190e-64	 3.383792e+03	 0
320	 G7916	 0	 1.136439e-63	 3.375359e+03	 0
321	 G368	 0	 1.274463e-63	 3.372704e+03	 0
322	 G15741	 0	 1.443341e-63	 3.369815e+03	 0
323	 G16724	 0	 1.471880e-63	 3.369375e+03	 0
324	 G10546	 0	 1.566086e-63	 3.367926e+03	 0
325	 G22640	 0	 1.735857e-63	 3.365427e+03	 0
326	 G15412	 0	 1.739316e-63	 3.365443e+03	 0
327	 G16318	 0	 1.829189e-63	 3.364338e+03	 0
328	 G17094	 0	 1.898034e-63	 3.362957e+03	 0
329	 G21992	 0	 2.047583e-63	 3.361712e+03	 0
330	 G12514	 0	 2.052639e-63	 3.361601e+03	 0
331	 G15899	 0	 2.191495e-63	 3.360068e+03	 0
332	 G13837	 0	 2.241667e-63	 3.359628e+03	 0
333	 G17698	 0	 2.251606e-63	 3.359504e+03	 0
334	 G15487	 0	 2.340691e-63	 3.358602e+03	 0
335	 G16234	 0	 2.806737e-63	 3.354415e+03	 0
336	 G20280	 0	 2.943484e-63	 3.353152e+03	 0
337	 G14644	 0	 2.990923e-63	 3.352927e+03	 0
338	 G22455	 0	 3.394998e-63	 3.350003e+03	 0
339	 G14864	 0	 3.649610e-63	 3.348313e+03	 0
340	 G397	 0	 4.170731e-63	 3.345243e+03	 0
341	 G571	 0	 4.183028e-63	 3.345171e+03	 0
342	 G22063	 0	 5.140224e-63	 3.340394e+03	 0
343	 G6742	 0	 5.575185e-63	 3.338507e+03	 0
344	 G21692	 0	 5.763176e-63	 3.337640e+03	 0
345	 G21501	 0	 6.586549e-63	 3.334638e+03	 0
346	 G21670	 0	 6.948198e-63	 3.333409e+03	 0
347	 G6701	 0	 7.355491e-63	 3.332040e+03	 0
348	 G3648	 0	 7.547243e-63	 3.330779e+03	 0
349	 G7449	 0	 8.314773e-63	 3.329190e+03	 0
350	 G12606	 0	 8.914122e-63	 3.327616e+03	 0
351	 G5947	 0	 9.023033e-63	 3.327361e+03	 0
352	 G17278	 0	 9.316119e-63	 3.326516e+03	 0
353	 G16754	 0	 9.920238e-63	 3.325147e+03	 0
354	 G2156	 0	 1.042698e-62	 3.323986e+03	 0
355	 G14210	 0	 1.066832e-62	 3.323480e+03	 0
356	 G22021	 0	 1.097272e-62	 3.322829e+03	 0
357	 G21058	 0	 1.467256e-62	 3.316093e+03	 0
358	 G14983	 0	 1.742892e-62	 3.312105e+03	 0
359	 G15546	 0	 1.845900e-62	 3.310771e+03	 0
360	 G20785	 0	 2.233658e-62	 3.306363e+03	 0
361	 G15582	 0	 2.418277e-62	 3.304505e+03	 0
362	 G12548	 0	 2.460675e-62	 3.303671e+03	 0
363	 G13579	 0	 2.596713e-62	 3.302876e+03	 0
364	 G16554	 0	 2.858935e-62	 3.300635e+03	 0
365	 G11773	 0	 2.905885e-62	 3.300051e+03	 0
366	 G14106	 0	 2.996757e-62	 3.299521e+03	 0
367	 G1252	 0	 3.033773e-62	 3.299230e+03	 0
368	 G11216	 0	 3.534773e-62	 3.295704e+03	 0
369	 G16265	 0	 3.671648e-62	 3.294823e+03	 0
370	 G2278	 0	 3.858954e-62	 3.293638e+03	 0
371	 G4571	 0	 4.861533e-62	 3.288305e+03	 0
372	 G2614	 0	 4.953340e-62	 3.287115e+03	 0
373	 G453	 0	 5.497025e-62	 3.285455e+03	 0
374	 G6702	 0	 5.505353e-62	 3.285261e+03	 0
375	 G19268	 0	 6.643001e-62	 3.281098e+03	 0
376	 G12521	 0	 7.004053e-62	 3.279847e+03	 0
377	 G10585	 0	 7.041457e-62	 3.279753e+03	 0
378	 G20712	 0	 7.632332e-62	 3.277886e+03	 0
379	 G8280	 0	 8.128472e-62	 3.276431e+03	 0
380	 G7994	 0	 8.675195e-62	 3.274841e+03	 0
381	 G2063	 0	 8.943091e-62	 3.274194e+03	 0
382	 G21741	 0	 1.200031e-61	 3.267389e+03	 0
383	 G21538	 0	 1.288154e-61	 3.265705e+03	 0
384	 G18878	 0	 1.384886e-61	 3.264083e+03	 0
385	 G194	 0	 1.514671e-61	 3.262007e+03	 0
386	 G21620	 0	 1.520711e-61	 3.261893e+03	 0
387	 G8180	 0	 1.543427e-61	 3.261560e+03	 0
388	 G8305	 0	 1.607402e-61	 3.260598e+03	 0
389	 G13776	 0	 1.875031e-61	 3.257042e+03	 0
390	 G16247	 0	 1.988203e-61	 3.255590e+03	 0
391	 G19098	 0	 2.073515e-61	 3.254723e+03	 0
392	 G7491	 0	 2.171701e-61	 3.253626e+03	 0
393	 G14694	 0	 2.389672e-61	 3.251439e+03	 0
394	 G16794	 0	 2.449189e-61	 3.250852e+03	 0
395	 G14128	 0	 3.082853e-61	 3.245511e+03	 0
396	 G2955	 0	 3.119682e-61	 3.245212e+03	 0
397	 G3358	 0	 3.347056e-61	 3.243528e+03	 0
398	 G14008	 0	 3.475370e-61	 3.242762e+03	 0
399	 G15194	 0	 3.705073e-61	 3.241162e+03	 0
400	 G15706	 0	 3.734375e-61	 3.241061e+03	 0
401	 G5560	 0	 3.863705e-61	 3.240241e+03	 0
402	 G11049	 0	 4.417277e-61	 3.237202e+03	 0
403	 G1261	 0	 4.690827e-61	 3.235780e+03	 0
404	 G264	 0	 4.817402e-61	 3.235180e+03	 0
405	 G365	 0	 5.032497e-61	 3.234124e+03	 0
406	 G22191	 0	 5.215802e-61	 3.233317e+03	 0
407	 G12618	 0	 5.507027e-61	 3.232062e+03	 0
408	 G14392	 0	 5.644296e-61	 3.231419e+03	 0
409	 G15850	 0	 6.332667e-61	 3.228851e+03	 0
410	 G862	 0	 6.670109e-61	 3.227562e+03	 0
411	 G21889	 0	 7.566016e-61	 3.224657e+03	 0
412	 G21357	 0	 8.432340e-61	 3.221919e+03	 0
413	 G15288	 0	 8.492685e-61	 3.222054e+03	 0
414	 G12923	 0	 9.099387e-61	 3.220450e+03	 0
415	 G21795	 0	 9.452258e-61	 3.219569e+03	 0
416	 G8833	 0	 1.070878e-60	 3.216635e+03	 0
417	 G15877	 0	 1.071419e-60	 3.216659e+03	 0
418	 G198	 0	 1.130988e-60	 3.215409e+03	 0
419	 G16314	 0	 1.161360e-60	 3.214739e+03	 0
420	 G5849	 0	 1.179093e-60	 3.214427e+03	 0
421	 G19357	 0	 1.219819e-60	 3.213606e+03	 0
422	 G10283	 0	 1.274051e-60	 3.212640e+03	 0
423	 G13940	 0	 1.298613e-60	 3.212208e+03	 0
424	 G19075	 0	 1.318711e-60	 3.211859e+03	 0
425	 G7871	 0	 1.346421e-60	 3.211357e+03	 0
426	 G9755	 0	 1.489845e-60	 3.208882e+03	 0
427	 G15588	 0	 1.495650e-60	 3.208924e+03	 0
428	 G21298	 0	 1.546902e-60	 3.208061e+03	 0
429	 G7225	 0	 1.749118e-60	 3.205306e+03	 0
430	 G3413	 0	 1.765640e-60	 3.204994e+03	 0
431	 G16459	 0	 1.807696e-60	 3.204545e+03	 0
432	 G7044	 0	 1.889800e-60	 3.203519e+03	 0
433	 G22552	 0	 2.020601e-60	 3.201897e+03	 0
434	 G4069	 0	 2.270672e-60	 3.199243e+03	 0
435	 G432	 0	 2.403443e-60	 3.197908e+03	 0
436	 G15596	 0	 2.430235e-60	 3.197681e+03	 0
437	 G13897	 0	 2.910103e-60	 3.193468e+03	 0
438	 G413	 0	 4.241803e-60	 3.184747e+03	 0
439	 G16329	 0	 4.375300e-60	 3.184017e+03	 0
440	 G7230	 0	 4.422580e-60	 3.183806e+03	 0
441	 G937	 0	 4.871207e-60	 3.181567e+03	 0
442	 G3500	 0	 4.873771e-60	 3.181490e+03	 0
443	 G12550	 0	 5.246063e-60	 3.179777e+03	 0
444	 G3978	 0	 5.414196e-60	 3.178983e+03	 0
445	 G162	 0	 5.468370e-60	 3.178891e+03	 0
446	 G9243	 0	 5.665835e-60	 3.178045e+03	 0
447	 G15682	 0	 6.112821e-60	 3.176178e+03	 0
448	 G16810	 0	 6.283462e-60	 3.175490e+03	 0
449	 G4697	 0	 6.841711e-60	 3.173693e+03	 0
450	 G1457	 0	 7.245478e-60	 3.172372e+03	 0
451	 G16991	 0	 7.388688e-60	 3.171913e+03	 0
